1;1846
2;3691
3;5537
4;7383
5;9229
6;11074
7;12920
8;14766
9;16611
10;18457
11;18625
12;18793
13;18961
14;19129
15;19297
16;19465
17;19633
18;19801
19;19969
20;20137
21;20305
22;20474
23;20642
24;20810
25;20978
26;21146
27;21314
28;21482
29;21650
30;21818
31;21986
32;22154
33;22322
34;22490
35;22658
36;22826
37;22994
38;23162
39;23330
40;23498
41;23666
42;23834
43;24002
44;24170
45;24339
46;24507
47;24675
48;24843
49;25011
50;25179
51;25347
52;25515
53;25683
54;25851
55;26019
56;26187
57;26355
58;26523
59;26691
60;26859
61;27027
62;27195
63;27363
64;27531
65;27699
66;27867
67;28035
68;28203
69;28372
70;28540
71;28708
72;28876
73;29044
74;29212
75;29380
76;29548
77;29716
78;29884
79;30052
80;30220
81;30388
82;30556
83;30724
84;30892
85;31060
86;31228
87;31396
88;31564
89;31732
90;31900
91;32068
92;32237
93;32405
94;32573
95;32741
96;32909
97;33077
98;33245
99;33413
100;33581
101;33749
102;33917
103;34085
104;34253
105;34421
106;34589
107;34757
108;34925
109;35093
110;35261
111;35429
112;35598
113;35766
114;35934
115;36102
116;36270
117;36438
118;36606
119;36774
120;36943
121;37111
122;37279
123;37447
124;37615
125;37783
126;37951
127;38119
128;38288
129;38456
130;38624
131;38792
132;38960
133;39128
134;39296
135;39464
136;39632
137;39801
138;39969
139;40137
140;40305
141;40473
142;40641
143;40809
144;40977
145;41146
146;41314
147;41482
148;41650
149;41818
150;41986
151;42154
152;42322
153;42491
154;42659
155;42827
156;42995
157;43163
158;43331
159;43499
160;43667
161;43836
162;44004
163;44172
164;44340
165;44508
166;44676
167;44844
168;45012
169;45181
170;45349
171;45517
172;45685
173;45853
174;46021
175;46189
176;46357
177;46526
178;46694
179;46862
180;47030
181;47198
182;47366
183;47534
184;47702
185;47871
186;48039
187;48207
188;48375
189;48543
190;48711
191;48879
192;49047
193;49216
194;49384
195;49552
196;49720
197;49888
198;50056
199;50224
200;50392
201;50560
202;50729
203;50897
204;51065
205;51233
206;51401
207;51569
208;51737
209;51905
210;52074
211;52242
212;52410
213;52578
214;52746
215;52914
216;53082
217;53250
218;53419
219;53587
220;53755
221;53923
222;54091
223;54259
224;54427
225;54595
226;54764
227;54932
228;55100
229;55268
230;55436
231;55604
232;55772
233;55941
234;56109
235;56277
236;56445
237;56613
238;56782
239;56950
240;57118
241;57286
242;57455
243;57623
244;57791
245;57959
246;58128
247;58296
248;58464
249;58632
250;58801
251;58969
252;59137
253;59305
254;59474
255;59642
256;59810
257;59978
258;60147
259;60315
260;60483
261;60652
262;60820
263;60988
264;61156
265;61325
266;61493
267;61661
268;61829
269;61998
270;62166
271;62334
272;62502
273;62670
274;62839
275;63007
276;63175
277;63343
278;63511
279;63680
280;63848
281;64016
282;64184
283;64352
284;64520
285;64689
286;64857
287;65025
288;65193
289;65361
290;65530
291;65698
292;65866
293;66034
294;66202
295;66370
296;66539
297;66707
298;66875
299;67043
300;67211
301;67380
302;67548
303;67716
304;67884
305;68052
306;68220
307;68389
308;68557
309;68725
310;68893
311;69061
312;69230
313;69398
314;69566
315;69734
316;69902
317;70070
318;70239
319;70407
320;70575
321;70743
322;70911
323;71080
324;71248
325;71416
326;71584
327;71752
328;71920
329;72089
330;72257
331;72425
332;72593
333;72761
334;72930
335;73098
336;73266
337;73434
338;73602
339;73770
340;73939
341;74107
342;74275
343;74443
344;74611
345;74780
346;74948
347;75116
348;75284
349;75452
350;75621
351;75789
352;75957
353;76125
354;76293
355;76461
356;76630
357;76798
358;76966
359;77134
360;77302
361;77471
362;77639
363;77807
364;77975
365;78143
366;78311
367;78480
368;78648
369;78816
370;78984
371;79152
372;79321
373;79489
374;79657
375;79825
376;79993
377;80161
378;80330
379;80498
380;80666
381;80834
382;81002
383;81171
384;81339
385;81507
386;81675
387;81843
388;82011
389;82180
390;82348
391;82516
392;82684
393;82852
394;83021
395;83189
396;83357
397;83525
398;83693
399;83861
400;84030
401;84198
402;84366
403;84534
404;84702
405;84871
406;85039
407;85207
408;85375
409;85543
410;85711
411;85880
412;86048
413;86216
414;86384
415;86552
416;86721
417;86889
418;87057
419;87225
420;87393
421;87561
422;87730
423;87898
424;88066
425;88234
426;88402
427;88571
428;88739
429;88907
430;89075
431;89243
432;89412
433;89580
434;89748
435;89916
436;90084
437;90252
438;90421
439;90589
440;90757
441;90925
442;91093
443;91262
444;91430
445;91598
446;91766
447;91934
448;92102
449;92271
450;92439
451;92607
452;92775
453;92943
454;93112
455;93280
456;93448
457;93616
458;93784
459;93952
460;94121
461;94289
462;94457
463;94625
464;94793
465;94962
466;95130
467;95298
468;95466
469;95634
470;95802
471;95971
472;96139
473;96307
474;96475
475;96643
476;96812
477;96980
478;97148
479;97316
480;97484
481;97652
482;97821
483;97989
484;98157
485;98325
486;98493
487;98662
488;98830
489;98998
490;99166
491;99334
492;99502
493;99671
494;99839
495;100007
496;100175
497;100343
498;100512
499;100680
500;100848
501;101016
502;101184
503;101353
504;101521
505;101689
506;101857
507;102025
508;102193
509;102362
510;102530
511;102698
512;102866
513;103034
514;103203
515;103371
516;103539
517;103707
518;103875
519;104043
520;104212
521;104380
522;104548
523;104716
524;104884
525;105053
526;105221
527;105389
528;105557
529;105725
530;105893
531;106062
532;106230
533;106398
534;106566
535;106734
536;106903
537;107071
538;107239
539;107407
540;107575
541;107743
542;107912
543;108080
544;108248
545;108416
546;108584
547;108753
548;108921
549;109089
550;109257
551;109425
552;109593
553;109762
554;109930
555;110098
556;110266
557;110434
558;110603
559;110771
560;110939
561;111107
562;111275
563;111443
564;111612
565;111780
566;111948
567;112116
568;112284
569;112453
570;112621
571;112789
572;112957
573;113125
574;113293
575;113462
576;113630
577;113798
578;113966
579;114134
580;114303
581;114471
582;114639
583;114807
584;114975
585;115144
586;115312
587;115480
588;115648
589;115816
590;115984
591;116153
592;116321
593;116489
594;116657
595;116825
596;116994
597;117162
598;117330
599;117498
600;117666
601;117834
602;118003
603;118171
604;118339
605;118507
606;118675
607;118844
608;119012
609;119180
610;119348
611;119516
612;119684
613;119853
614;120021
615;120189
616;120357
617;120525
618;120694
619;120862
620;121030
621;121198
622;121366
623;121534
624;121703
625;121871
626;122039
627;122207
628;122375
629;122544
630;122712
631;122880
632;123048
633;123216
634;123384
635;123553
636;123721
637;123889
638;124057
639;124225
640;124394
641;124562
642;124730
643;124898
644;125066
645;125234
646;125403
647;125571
648;125739
649;125907
650;126075
651;126244
652;126412
653;126580
654;126748
655;126916
656;127084
657;127253
658;127421
659;127589
660;127757
661;127925
662;128094
663;128262
664;128430
665;128598
666;128766
667;128935
668;129103
669;129271
670;129439
671;129607
672;129775
673;129944
674;130112
675;130280
676;130448
677;130616
678;130785
679;130953
680;131121
681;131289
682;131457
683;131625
684;131794
685;131962
686;132130
687;132298
688;132466
689;132635
690;132803
691;132971
692;133139
693;133307
694;133475
695;133644
696;133812
697;133980
698;134148
699;134316
700;134485
701;134653
702;134821
703;134989
704;135157
705;135325
706;135494
707;135662
708;135830
709;135998
710;136166
